rowid,rowid2,hour.range,urban,Weekday.Non-Rain.Construction,Weekday.Non-Rain.Non-Construction,Weekday.Rain.Construction,Weekday.Rain.Non-Construction,Weekend.Non-Rain.Construction,Weekend.Non-Rain.Non-Construction,Weekend.Rain.Construction,Weekend.Rain.Non-Construction
65,8469,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8470,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8471,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8472,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8473,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8474,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8475,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8476,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8477,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8478,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8479,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8480,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8481,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8482,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8483,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
65,8484,Evening,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
66,8485,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8486,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8487,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8488,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8489,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8490,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8491,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8492,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8493,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8494,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8495,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8496,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8497,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8498,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8499,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8500,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8501,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8502,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8503,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8504,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8505,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8506,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8507,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8508,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8509,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8510,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8511,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8512,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8513,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8514,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8515,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8516,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8517,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8518,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8519,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8520,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8521,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8522,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8523,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8524,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8525,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8526,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8527,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8528,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8529,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8530,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8531,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8532,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8533,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8534,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8535,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8536,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8537,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8538,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8539,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8540,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8541,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8542,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8543,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8544,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8545,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8546,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8547,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8548,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8549,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8550,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8551,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8552,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8553,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8554,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8555,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8556,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8557,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8558,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8559,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8560,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8561,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8562,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8563,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8564,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8565,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8566,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8567,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8568,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8569,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8570,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8571,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8572,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8573,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8574,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8575,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8576,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8577,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8578,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8579,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8580,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8581,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8582,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8583,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8584,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
66,8585,Evening,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
67,8586,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8587,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8588,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8589,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8590,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8591,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8592,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8593,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8594,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8595,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8596,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8597,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8598,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8599,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8600,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8601,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8602,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8603,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8604,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8605,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8606,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8607,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8608,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8609,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8610,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8611,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8612,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8613,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8614,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8615,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8616,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8617,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8618,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8619,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8620,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8621,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8622,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8623,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8624,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8625,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8626,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8627,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8628,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8629,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8630,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8631,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8632,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8633,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8634,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8635,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8636,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8637,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8638,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8639,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8640,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8641,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8642,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8643,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8644,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8645,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8646,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8647,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8648,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8649,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8650,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8651,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8652,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8653,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8654,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8655,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8656,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8657,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8658,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8659,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8660,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8661,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8662,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8663,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8664,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8665,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8666,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8667,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8668,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8669,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8670,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8671,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8672,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8673,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8674,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8675,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8676,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8677,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8678,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8679,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8680,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8681,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8682,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8683,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8684,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8685,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
67,8686,Evening,Rural,NA,NA,NA,NA,NA,NA,NA,NA
68,6162,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6163,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6164,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6165,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6166,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6167,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6168,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6169,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6170,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6171,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6172,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6173,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6174,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6175,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6176,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6177,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6178,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6179,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6180,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6181,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6182,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6183,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6184,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6185,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6186,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6187,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6188,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6189,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6190,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6191,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6192,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6193,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6194,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6195,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6196,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6197,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6198,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6199,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6200,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6201,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6202,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6203,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6204,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6205,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6206,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6207,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6208,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6209,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6210,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6211,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6212,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6213,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6214,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6215,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6216,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6217,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6218,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6219,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6220,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6221,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6222,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6223,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6224,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6225,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6226,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6227,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6228,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6229,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6230,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6231,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6232,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6233,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6234,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6235,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6236,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6237,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6238,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6239,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6240,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6241,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6242,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6243,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6244,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6245,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6246,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6247,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6248,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6249,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6250,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6251,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6252,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6253,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6254,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6255,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6256,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6257,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6258,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6259,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6260,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6261,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
68,6262,Morning Rush,Northern Indiana,NA,NA,NA,NA,NA,NA,NA,NA
69,6263,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6264,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6265,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6266,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6267,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6268,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6269,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6270,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6271,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6272,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6273,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6274,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6275,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6276,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6277,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6278,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6279,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6280,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6281,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6282,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6283,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6284,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6285,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6286,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6287,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6288,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6289,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6290,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
69,6291,Morning Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
