"xdid","position","lon","lat","direction"
1363481026,192,-86.1153,39.71403,"N"
1363558706,172,-86.06105,39.58194,"N"
1363641566,4,-85.75607,38.2874,"N"
1363485655,309,-86.82313,40.4204,"N"
1363630619,37,-85.77867,38.54988,"N"
1450803147,73,-87.27126,41.02855,"S"
1363484987,288,-86.68682,40.27981,"N"
1363637271,247,-86.23328,39.82902,"S"
1363609282,303,-86.03039,39.53221,"S"
1363532806,5,-85.75355,38.2989,"N"
1450758814,425,-87.30153,41.31932,"N"
1363599354,456,-85.75457,38.35259,"S"
1363609750,355,-85.9581,39.13094,"S"
1450821418,13,-87.31548,41.5267,"S"
1363626262,127,-85.95459,39.24863,"N"
1450832382,50,-87.29564,41.23353,"S"
139319266,383,-85.83698,38.92222,"S"
1363421800,159,-86.80183,40.40249,"S"
1363450444,269,-86.14473,39.75062,"S"
1363608761,290,-86.07432,39.62874,"S"
1363609061,341,-85.95461,39.2375,"S"
1450789764,403,-87.26542,41.12264,"N"
1450803083,61,-87.26585,41.13437,"S"
140036049,22,-85.76487,38.41959,"N"
1363484940,240,-86.35936,39.95205,"N"
1363533406,27,-85.77031,38.46491,"N"
1363534291,104,-85.92123,39.06375,"N"
1363558808,274,-86.13542,39.72831,"S"
1450792553,76,-87.26687,40.99932,"S"
1450804653,92,-87.19595,40.87735,"S"
1363485223,271,-86.54855,40.16961,"N"
1363567364,201,-86.14362,39.75543,"N"
1363583293,322,-86.87964,40.50057,"N"
1363609112,337,-85.95368,39.27234,"S"
1363609865,361,-85.93258,39.08347,"S"
1450780521,420,-87.29958,41.27514,"N"
1450802981,60,-87.26594,41.14135,"S"
1450804621,86,-87.21915,40.93006,"S"
1450831578,58,-87.26927,41.15813,"S"
1363434100,199,-86.51918,40.13107,"S"
1363458115,220,-86.42038,40.00182,"S"
1363498742,141,-85.94207,39.34833,"N"
1363533589,78,-85.81013,38.87912,"N"
1363600841,154,-85.99731,39.45328,"N"
1363612822,458,-85.75424,38.34542,"S"
1363616066,223,-86.39785,39.98296,"S"
1450798420,18,-87.31993,41.49333,"S"
1450803100,68,-87.27081,41.07206,"S"
1450843076,28,-87.32157,41.41449,"S"
1363599304,314,-85.99163,39.44619,"S"
1363617320,208,-86.1584,39.78291,"N"
1363435556,382,-85.84016,38.93016,"S"
1363533536,82,-85.82666,38.908,"N"
1450821448,11,-87.31101,41.54014,"S"
1363533236,54,-85.79365,38.70604,"N"
1363502694,148,-86.85385,40.47491,"S"
1363569410,457,-85.75435,38.347,"S"
1363559182,229,-86.3564,39.94931,"S"
